Bug ID,Product,Component,Summary
1152014,Firefox for Android,General,Title copied from url bar during slow page load may be the previous page's url
1152025,Firefox for Android,General,[meta] Issues with slow loading pages
1152250,Firefox for Android,General,Refactor animations for tab queue and first run
1152438,Firefox for Android,General,Consider caching references to SharedPreferences objects
1152495,Firefox for Android,General,crash in java.lang.NullPointerException: at org.mozilla.gecko.tabs.TabsListLayout$TabSwipeGestureListener.onTouch(TabsListLayout.java)
1152504,Firefox for Android,General,"""Select device"" dialog is not themed L"
1152806,Firefox for Android,General,Save page as pdf does not include comments disque
1153396,Firefox for Android,General,Delayed dispatch of Adjust SDK ping
1153399,Firefox for Android,General,Avoid directly displaying content when unlocking device and private browsing is in the foreground
1153844,Firefox for Android,General,Can't select tracking flags on new bugs submitting page
1153866,Firefox for Android,General,Audit netError.dtd for desktop-centric wording
1154138,Firefox for Android,General,Fennec fails to load properly when using emulator -no-window
1154492,Firefox for Android,General,Crash when calling newWakeLock from non-main thread
1156224,Firefox for Android,General,Should create a timezone picker widget.
1156544,Firefox for Android,General,Guest mode notification disappears when entering settings
1156744,Firefox for Android,General,crash in find_objects
1157528,Firefox for Android,General,Add toast to inform user of tabs opened via tabqueue
1157964,Firefox for Android,General,[meta] Fennec UX polish
1158260,Firefox for Android,General,[meta] Tab Queue V2
1158279,Firefox for Android,General,Create advanced settings / preferences for tab queue
1158285,Firefox for Android,General,Press and drag off a search engine will keep the engine highlighted
1158303,Firefox for Android,General,[meta] Swap all ListView and descendants out for RecyclerView
1158979,Firefox for Android,General,Remove StringHelper.get and replace the StringHelper assignment with StringHelper.initialize
1158994,Firefox for Android,General,Draw url_bar_entry asset with code & remove assets
1159005,Firefox for Android,General,"""Send to other devices"" appears in app menu after sync account is removed until next Firefox restart"
1159019,Firefox for Android,General,"""Send to other devices"" shows an empty dialog when there are no other devices connected (after a FxA was removed?)"
1159260,Firefox for Android,General,"""about:home"" should not be displayed when tapping the ""Firefox: x tab waiting"" notification when Firefox is closed"
1159329,Firefox for Android,General,"[meta] Integrate Pocket and other ""save it for later"" type Apps into Firefox for Android"
1159458,Firefox for Android,General,Don't catch all Exceptions in Tabs.loadUrl
1159801,Firefox for Android,General,Consider using JobScheduler on API21
1159875,Firefox for Android,General,Revive the areweslimyet harness
1159937,Firefox for Android,General,Cannot capture camera on a Motorola Razr XT910
1160673,Firefox for Android,General,Investigate (and remove?) selectTab in Tabs.loadUrl
1160692,Firefox for Android,General,Consider removing GeckoApp.ACTION_LOAD
1161223,Firefox for Android,General,[meta] Replace Android native Firefox Accounts implementation with web based implementation
1161286,Firefox for Android,General,"Align action buttons in ""Export bookmarks"" dialog consistently"
1161667,Firefox for Android,General,Handle tab queues with Browser.EXTRA_APPLICATION_ID
1161669,Firefox for Android,General,Handle tab restoration with Browser.EXTRA_APPLICATION_ID
1161671,Firefox for Android,General,Test Browser.EXTRA_APPLICATION_ID works correctly
1162107,Firefox for Android,General,[meta] Problems with add-on images in native UI
1162173,Firefox for Android,General,GeckoAppShell.getHandlersForURL called multiple times after clicking intent url
1162390,Firefox for Android,General,Firefox intercepting all nfc tags
1162475,Firefox for Android,General,"Changing the pref ""Open multiple links"" from Settings in Guest Mode shouldn't change the preference state in normal browsing"
1162509,Firefox for Android,General,All shared prefs are global
1162870,Firefox for Android,General,crash in java.lang.NullPointerException: at org.mozilla.gecko.home.TwoLinePageRow.updateDisplayedUrl(TwoLinePageRow.java)
1163532,Firefox for Android,General,Snippets - Set snippet fetch interval to 4 hours from 24 hours
1163712,Firefox for Android,General,Consider using Fresco for image loading
1163808,Firefox for Android,General,adjust default icon on about:passwords
1164271,Firefox for Android,General,"Add ""Search"" ability to tabs tray"
1164526,Firefox for Android,General,Move intent functions from GeckoAppShell to IntentUtils
1166385,Firefox for Android,General,Make it possible to enable/disable quick share menu
1166461,Firefox for Android,General,Return chosen Settings values with Telemetry
1166557,Firefox for Android,General,Experiment with new preview dimensions in mobile tabs tray
1166800,Firefox for Android,General,"Add ""What's new in Firefox"" link to snippets"
1167435,Firefox for Android,General,Flicker in favicon from globe to other when opening about: pages
1167446,Firefox for Android,General,Consolidate magnifying glass icons
1167788,Firefox for Android,General,Aurora unexpectedly runs in the same process as Nightly
1167855,Firefox for Android,General,Long taps are recognized as normal taps
1167936,Firefox for Android,General,The URL displayed in the address bar is not changed even if fragment identifier is changed via in-page navigation
1167942,Firefox for Android,General,Replace ListView in search list with RecyclerView
1168577,Firefox for Android,General,Create a new hotfix signing certificate for Android that chains to the AMO root.
1169425,Firefox for Android,General,[meta] Android M/6.0 issues
1169608,Firefox for Android,General,crash in libskia.so@0xe62f6
1169642,Firefox for Android,General,run-as doesn't work with local build of Fennec on Android M
1169987,Firefox for Android,General,Tapping outside of form/input/textbox to remove focus shows action bar
1170135,Firefox for Android,General,Revise Tab Queue Prefs wording
1170137,Firefox for Android,General,Investigate if flag histogram types are broken in Fennec
1170194,Firefox for Android,General,Detect third party tracking and alert the user
1170283,Firefox for Android,General,[meta] Fix issues from Android Lint
1170288,Firefox for Android,General,FaviconView scales favicons inconsistently across devices
1170790,Firefox for Android,General,Strings and other data stored in .rodata may be passed to the kernel via syscall before they are decompressed
1171001,Firefox for Android,General,Fennec beta does not recognize Vidyo app URLs
1171784,Firefox for Android,General,Merge Firstrun overlay with Doorhanger overlay
1172633,Firefox for Android,General,Investigate FxAndroid interactions with Doze/battery (Android M)
1172924,Firefox for Android,General,No way to get back to website when tapping address bar
1173052,Firefox for Android,General,IntentHelper can block Gecko thread for certain page loads
1173172,Firefox for Android,General,Remove default bookmarks
1173626,Firefox for Android,General,Handle devices < 5.1 when handling android-app URIs
1173899,Firefox for Android,General,[meta] Doorhanger v2
1173918,Firefox for Android,General,Collapsible Site ID doorhanger
1173968,Firefox for Android,General,Show pinned tabs in tabs tray
1173991,Firefox for Android,General,Doorhanger title favicon improvements
1174576,Firefox for Android,General,"Explore using last panel as shortcut to expose ""customize home panels"" potential"
1174809,Firefox for Android,General,"Refresh ""Select login"" doorhanger when login store changes"
1174830,Firefox for Android,General,Telemetry probes for default bookmarks
1174854,Firefox for Android,General,XBox 360 controller (connected via OTG cable) has wrong mapping
1175203,Firefox for Android,General,[meta][infer] Issues detected in Fennec by running Infer
1175321,Firefox for Android,General,[Linter: UseSparseArrays] Consider using SparseArray for HashMap in Tabs.java
1175379,Firefox for Android,General,Ship about:config as an add-on instead of in the product
1176138,Firefox for Android,General,Doorhanger show/dismiss flash
1177090,Firefox for Android,General,Lastpass Claims they do not have the necessary NFC APIs to allow Yubikey/lastpass integration on Firefox 4 Android
1177184,Firefox for Android,General,[Linter: IconDuplicatesConfig] Correct icons duplicated across configurations
1177192,Firefox for Android,General,[meta] Eliminate unnecessary features from libxul
1177423,Firefox for Android,General,Revise Tab Queue Toast
1177449,Firefox for Android,General,SuperToast text should be truncated
1177472,Firefox for Android,General,Add option to Tab Queue toast to open URL in a private tab
1177617,Firefox for Android,General,Consider removing tab_indicator_selected_focused
1177755,Firefox for Android,General,Improve Tab Queue notification
1177904,Firefox for Android,General,"[eslint: no-undef] Investigate `""aText"" is not defined`"
1178130,Firefox for Android,General,Loading a Travis build page is very slow
1178404,Firefox for Android,General,GeckoView Http Authorization
1178519,Firefox for Android,General,Experiment: use a system tray notification for closing all Private Browsing tabs when switched to another app
1178794,Firefox for Android,General,"Make ""swipe-to-close"" interaction feel more tangible"
1179015,Firefox for Android,General,Add SimplePush GCM router bridge to Fennec installation
1179220,Firefox for Android,General,Error initializing media manager
1179724,Firefox for Android,General,Autocomplete suggestions not available when popup is displayed in the upper part
1180345,Firefox for Android,General,Whitelist acceptable `mach eslint` paths
1180520,Firefox for Android,General,"Slideshow on m.ilmessagero.it doesn't work in Firefox, works in Chrome"
1180597,Firefox for Android,General,Wrong display for more than two doohangers
1180821,Firefox for Android,General,"Experiment with adding ""Zoomed View"" trigger to Action Bar"
1180997,Firefox for Android,General,Editable device name on Fennec
1181307,Firefox for Android,General,Automatically enforce Java code style
1181314,Firefox for Android,General,Use same assets for url bar on both phone and tablet (through scaling)
1181327,Firefox for Android,General,Add debug flag to 'mach artifact install'
1181804,Firefox for Android,General,GeckoView should use a simplified js and xul
1181881,Firefox for Android,General,Disabling Location is not user friendly - Android M
1182140,Firefox for Android,General,"Split out Intent handling code flow, or add flag, for links from web content (if possible :d)"
1182192,Firefox for Android,General,crash in java.lang.NullPointerException: at org.mozilla.gecko.BrowserApp.hideWebContent(BrowserApp.java)
1182574,Firefox for Android,General,"Evaluate configuring the ""Sign in to Firefox"" first run link from a distribution"
1182916,Firefox for Android,General,Actually load/open tabs in background for tab queues
1184033,Firefox for Android,General,Android M: Handle revoked permissions more gracefully.
1184165,Firefox for Android,General,Add telemetry for doorhanger trigger and doorhanger trigger with tracking protection
1184514,Firefox for Android,General,Homescreen links sometimes don't work if Firefox is already running
1184843,Firefox for Android,General,[DateTimePicker] <input type=time> can't  prevent inputting invalid value.
1184899,Firefox for Android,General,[DateTimePicker]CalenderView can't set the inputted value.
1184918,Firefox for Android,General,"Title shown in Recent Tabs panel for a given URL, but not in History panel"
1185578,Firefox for Android,General,Fix generator expressions in mobile/android eslint
1185811,Firefox for Android,General,Device name should should describe product
1186354,Firefox for Android,General,White page is displayed when trying to launch an app on Android
1187012,Firefox for Android,General,Preview of page in tab list takes on view of last opened tab
1188959,Firefox for Android,General,[meta] Convert GeckoEvent to native methods
1189184,Firefox for Android,General,[QRCode] issues about QR code
1189355,Firefox for Android,General,[meta] Supporting Hello 'synced' rooms when signed into Firefox Account on Fennec
1189633,Firefox for Android,General,Determine whether we want only the simplified version of the zoomed view tool-bar or not
1189687,Firefox for Android,General,Cannot play YouTube videos inside the browser
1189713,Firefox for Android,General,Bypass gUM when generating a Hello link
1189725,Firefox for Android,General,prototype some Fancy Suggestions
1191027,Firefox for Android,General,[geckoview] Fix GeckoView lifecycle and encapsulation
1191028,Firefox for Android,General,[geckoview] allow multiple instances of GeckoView
1191031,Firefox for Android,General,[geckoview] Contain all Gecko lifecycle stuff within GeckoView
1191139,Firefox for Android,General,Support Android TV
1191159,Firefox for Android,General,Add a tab muted icon
1191294,Firefox for Android,General,Fennec cold start are very long.
1191367,Firefox for Android,General,Support waking up Gecko for service worker push notifications
1191561,Firefox for Android,General,Add custom drawable tint/tintList attributes to Themed*
1192048,Firefox for Android,General,Replace tab_indicator_selected*.png with static drawables
1192436,Firefox for Android,General,"Ensure openNoHandler has a play store market to open, else go to fallback uri, else error"
1192862,Firefox for Android,General,[meta] Private browsing improvements v2
1192959,Firefox for Android,General,Merge noThrow and catchException in WrapForJNI
1193510,Firefox for Android,General,No visible option in UI to disable the annoying about:home snippets
1193633,Firefox for Android,General,Close Zoomed View after user clicks a link
1193898,Firefox for Android,General,Enrich Fennec's Accounts.jsm interface to expose Firefox Account internal state
1193907,Firefox for Android,General,Show old uri when loading error page from Intent URIs rather than error page uri
1193915,Firefox for Android,General,Crash on Moto G 4.4.4
1194165,Firefox for Android,General,Crashes on x86 Geeksphone Revolution
1194205,Firefox for Android,General,Remove remaining mdpi assets
1194269,Firefox for Android,General,Image title/link target in context menu not visible for image links
1194281,Firefox for Android,General,[meta] Tabs tray V3
1194338,Firefox for Android,General,[meta] Fennec support for downloadable fonts
1195512,Firefox for Android,General,[meta] Clean up our drawables
1197264,Firefox for Android,General,Investigate offloading ThemedView methods to external class to remove generated files
1197424,Firefox for Android,General,Rename UrlBar.ImageButton and add sub-classes
1197432,Firefox for Android,General,Implement Themed* attribute backgroundTintList
1197440,Firefox for Android,General,Make forward button look enabled while animating to avoid pop in
1198050,Firefox for Android,General,Change alpha of disabled text in menu to @color/disabled_grey
1198060,Firefox for Android,General,Support files in doorhanger security types
1198524,Firefox for Android,General,[meta] Improve form auto-complete suggestions
1198631,Firefox for Android,General,Nightly freezes when loading www.imdb.com
1198973,Firefox for Android,General,"Import passwords from other password managers (support JSON, XML, CSV import format)"
1199449,Firefox for Android,General,[experiment] Round corners of unselected tabs in tabs tray
1200521,Firefox for Android,General,"SSL lock icon is clipped on the right, in URL bar, on Nexus 7 tablet"
1200705,Firefox for Android,General,MP4 video skips frames and plays very choppy even at full screen
1200994,Firefox for Android,General,Attempting WiFi debugging without installed QR code reader causes ActivityNotFoundException
1201054,Firefox for Android,General,Multiple tabs  can be selected in tab tray
1201220,Firefox for Android,General,"Consider removing ""Add to Home Screen"" from context menu/dialog"
1201627,Firefox for Android,General,Unify alert_* icons across API levels
1201748,Firefox for Android,General,Selected tab is not fully visible when opening the tab tray
1202076,Firefox for Android,General,[meta] Unify Fennec look and feel across Android versions
1202737,Firefox for Android,General,Rework tab tray preview dimensions
1202803,Firefox for Android,General,Tab Queued tabs don't close when using BACK button
1202857,Firefox for Android,General,"Experiment with removing ""x"" in tabs tray"
1203785,Firefox for Android,General,Restricted profiles mode: Remove Private Tab text in the History panel UI.
1204333,Firefox for Android,General,Unable to tap a link
1204485,Firefox for Android,General,Thumbnails display search engine instead of fully loaded page
1204522,Firefox for Android,General,Home Panel prefs incorrectly left aligned
1204930,Firefox for Android,General,Add device handshake / capabilities WebChannel message support to Fennec
1205011,Firefox for Android,General,Make FxAccountsWebChannel.jsm react to changing fxa-content-server prefs
1205088,Firefox for Android,General,Download `android` util dependencies directly to avoid bustage with changes to util
1205471,Firefox for Android,General,Make Fennec about:accounts incorporate current Account state when redirecting
1205712,Firefox for Android,General,[meta] Private browsing and external links
1205754,Firefox for Android,General,Improve Firefox Account and Sync notifications in Fennec
1205884,Firefox for Android,General,Add telemetry for Import
1206086,Firefox for Android,General,Make Fennec listen for account verified events from fxa-content-server
1206207,Firefox for Android,General,[meta] Tracking bug for Push Notifications on Android
1206279,Firefox for Android,General,"Experiment with contextual overflow menu, remove disabled options"
1206313,Firefox for Android,General,Improve perceived performance of awesomescreen suggestions
1206714,Firefox for Android,General,Wrong doorhanger offset using multi window on Samsung Galaxy S6
1207252,Firefox for Android,General,Investigate: Do NS_XPCOM_CURRENT_PROCESS_DIR and Context.getApplicationInfo().dataDir always point to the same writable path?
1207595,Firefox for Android,General,draggable APIs should not exist on elements until drag and drop is implemented on Android
1207621,Firefox for Android,General,"Android (ARMv7, 3.0 Honeycomb and above) Nightly Builds do not leave about:home"
1207844,Firefox for Android,General,crash in nsAppShell::ProcessNextNativeEvent
1208089,Firefox for Android,General,Maps in search results are stretched after Request Desktop Site
1208091,Firefox for Android,General,Open all - doesn't switch the view to the tabs
1208195,Firefox for Android,General,Show sites opened from Android home screen bookmarks as separate entries in the Android recent apps list
1208577,Firefox for Android,General,Change appearance of quick share button in toolbar menu
1208655,Firefox for Android,General,"[meta] Make Fennec be an Android ""custom tab"" ecosystem participant"
1208726,Firefox for Android,General,Terrible rendering of Waitrose.com mobile site
1208757,Firefox for Android,General,"Stop preprocessing mobile/android/chrome/content/about.{js,xhtml}"
1208976,Firefox for Android,General,Text selection does not work on bootsnipp.com code area
1210371,Firefox for Android,General,Replace TabMenuStripLayout with TabLayout from the Android design library
1211102,Firefox for Android,General,twrp.me menu's are not opening
1211296,Firefox for Android,General,Investigate loading very small images by default with tap-to-load images enabled
1211436,Firefox for Android,General,[meta] Move in-app feedback solicitation to the web
1211496,Firefox for Android,General,Merge GeckoBase styles to a single themes.xml
1211955,Firefox for Android,General,"[discussion] Android M and ""Share to Firefox"" experience"
1212629,Firefox for Android,General,Consolidate green checkbox icons
1212648,Firefox for Android,General,[Meta] Support of Progressive Apps in Fennec
1212973,Firefox for Android,General,Determine the value of geckoview_example & act accordingly
1213140,Firefox for Android,General,[meta] Improve quality of Top Sites panel grid
1213458,Firefox for Android,General,"Consider removing ""android:"" prefix from actionBarStyle and other attrs"
1213677,Firefox for Android,General,about:home is not loaded when closing tabs w/ a private browsing tab open
1213756,Firefox for Android,General,"Improve the touch area: stylus case, form of the area and pressure detection"
1213760,Firefox for Android,General,Scroll refresh action should not be visible when switching calendar section
1213830,Firefox for Android,General,No thumbnail in tabs tray for accounts.firefox.com
1214120,Firefox for Android,General,crash in libhwui.so@0x4c642
1214332,Firefox for Android,General,Consider merging tab queue & tab received (via Sync) notifications
1214337,Firefox for Android,General,Switch to Captive Portal login page automatically
1214343,Firefox for Android,General,[meta] Privacy and security v1
1214956,Firefox for Android,General,Have Locales.LocaleAwareActivity extend AppCompatActivity
1215198,Firefox for Android,General,"Drop ""android:"" prefix from AppCompat styles"
1215262,Firefox for Android,General,Prompt to enable tab queues not shown if no default browser set
1215728,Firefox for Android,General,[meta] Sensible defaults for onboarding
1216116,Firefox for Android,General,Tracking protection tri-state is visible in restricted profile
1216328,Firefox for Android,General,Menu height definition is unintuitively overridden dynamically
1216971,Firefox for Android,General,Browser toolbar is highlighted when tapping margin at the edge of the screen
1217164,Firefox for Android,General,Back button during sync setup/ should return to previous Activity
1217167,Firefox for Android,General,"When shareplane clicked & only 1 other synced device, determine a better way to send to that one device"
1217174,Firefox for Android,General,Implement helper UI for send to device when user is not ready to send a tab (e.g. no account)
1217329,Firefox for Android,General,Blank video in webrtc
1217415,Firefox for Android,General,Fennec: navigation within some sites is 3x slower than chrome
1217526,Firefox for Android,General,Define applications where Tab Queue should be triggered
1217696,Firefox for Android,General,The options of the select not vertical in vertical writing mode on android.
1217796,Firefox for Android,General,Allow background rendering of pages
1218036,Firefox for Android,General,"Android: Close without alert when load long pages or script,  page recovery not exist"
1218321,Firefox for Android,General,Youtube download fails and file type not recognized in about:downloads
1218498,Firefox for Android,General,Center highlight if there is a single item in swipeable tabs
1218608,Firefox for Android,General,Consider exposing send tab to device in tabs tray
1218850,Firefox for Android,General,Crash at hex address on Android x86
1218876,Firefox for Android,General,Use webP for Android assets if we ever support >= 4.3 / minSdkVersion >= 18
1219042,Firefox for Android,General,Correct StrictMode violation work-around in FirefoxAccounts.getPickledAccount
1219067,Firefox for Android,General,Support library annotations do not appear to work in IntelliJ
1219318,Firefox for Android,General,Use CardView for doorhangers
1219457,Firefox for Android,General,Google Now on-tap doesn't work with Firefox
1219518,Firefox for Android,General,"Blank page when returning from Play Store Activity from Ritual redirect, unlike Chrome"
1219755,Firefox for Android,General,Sync devices when showing the synced device list & update if there's a change
1219999,Firefox for Android,General,Menu action buttons do not automatically expand to fill the remaining space in one is hidden
1220177,Firefox for Android,General,[meta] Unified telemetry on Android
1220321,Firefox for Android,General,Consider providing an affordance to override cert errors like weak crypto such as RC4
1220666,Firefox for Android,General,Accelerometer not working on Nexus 5/Android 6.0
1220670,Firefox for Android,General,"Explore creating ""link preview"" feature"
1220794,Firefox for Android,General,NS_ERROR_MALFORMED_URI: Component returned failure code: 0x804b000a (NS_ERROR_MALFORMED_URI) [nsIIOService2.newURI] browser.js:7473:0
1220809,Firefox for Android,General,"Every page has an ""Open in Browser"" page action"
1220863,Firefox for Android,General,Update browser toolbar long-press ActionBar theme
1221163,Firefox for Android,General,Consider contextual hint for search engine settings button in search engine bar
1221768,Firefox for Android,General,Expire dismissed snippet IDs after a given period of time
1221858,Firefox for Android,General,home feeds add-on needs indication a feed has been added
1222538,Firefox for Android,General,Escape hatch improvement: Show notification and offer download of correct APK
1222647,Firefox for Android,General,ViewStub ActionModeCompatView
1222652,Firefox for Android,General,Investigate scheduling delays causing low frame rate in open/close tabs tray animation
1223048,Firefox for Android,General,Consider adding CoordinatorLayout to the view hierarchy
1223053,Firefox for Android,General,Try to replace GeckoApp$MainLayout with something less expensive
1223534,Firefox for Android,General,Notify users when an update is available
1223588,Firefox for Android,General,Add mochitests for click-to-play images.
1225149,Firefox for Android,General,DownloadContentService: Support keep-alive
1225341,Firefox for Android,General,sync command from desktop doesn't show on android until i force sync (and then only sometimes)
1226206,Firefox for Android,General,Pass installer info as parameter in new feedback URL
1226369,Firefox for Android,General,[meta] Clearly communicate what happens when you clear synced data
1226650,Firefox for Android,General,"Ensure that bulk-deleting history, form history, search terms, and logins results in deletions being synced"
1227074,Firefox for Android,General,crash in __libc_android_abort | dlfree | free | _ZdlPv
1227342,Firefox for Android,General,Rotate Firefox Account private keys in Firefox for Android
1227742,Firefox for Android,General,Consider explaining how the homepage preference works
1228192,Firefox for Android,General,Expose TXT attributes of MDNS records in NsdMulticastDNSManager
1228573,Firefox for Android,General,lazy initializing NsdManager
1229285,Firefox for Android,General,crash in @0x0 | nsDocument::NotifyMediaFeatureValuesChanged
1229806,Firefox for Android,General,Youtube video is not played in-browser on particular device on Firefox 41 and 42
1230287,Firefox for Android,General,Tab queue prompt appears when installing addons via cl
1230309,Firefox for Android,General,Add telemetry probes to determine when people try to open content offline
1230529,Firefox for Android,General,Choosing a location from the suggestion list is not auto-filled in the search box using bing maps
1230554,Firefox for Android,General,"Tapping  the ""+""/""-""on open street map with VKB displayed will pop-up on top left a list of autocomplete suggestions"
1230609,Firefox for Android,General,[meta] Let native text selection handles ride the trains
1230713,Firefox for Android,General,Fennec: Reproducible crash on thetakeaway.org homepage
1230761,Firefox for Android,General,Option to share a page with other Firefoxes (shareplane) disappeared
1230794,Firefox for Android,General,"Removing a ""Search provider"" from settings has no way to undo-ing"
1230885,Firefox for Android,General,Crash reports not saved when sending hangs
1230999,Firefox for Android,General,Add an option for tap-to-view images to block images on slow cell networks
1231547,Firefox for Android,General,Add debug page to show how much data is used by Firefox processes
1231696,Firefox for Android,General,Experiment: Use Nearby Messages API to send tabs to nearby devices
1232239,Firefox for Android,General,Fennec 43.0 Crash Report [@ java.lang.IllegalStateException: The specified child already has a parent. You must call removeView() on the child''s parent first. at android.view.ViewGroup.addViewInner(ViewGroup.java) ]
1232381,Firefox for Android,General,Select tracking protection block list
1232438,Firefox for Android,General,Show edit bookmark dialog when user clicks on bookmark star for bookmarked page
1232447,Firefox for Android,General,Increase FxA item height to be same as other items in Settings
1232508,Firefox for Android,General,Handle state changes between webcontent/homepager/awesomescreen modes in one place
1232719,Firefox for Android,General,Extract search term to display in urlbar by reverse-parsing search url
1232744,Firefox for Android,General,Experiment: Transparency of search mode over web content
1232749,Firefox for Android,General,Unify `android:buttonStyle`s
1232861,Firefox for Android,General,Experiment: *only* dismiss zoomed view when user taps outside of it
1232865,Firefox for Android,General,Investigate adding overdraw regression tests via FB's screenshot-tests
1232867,Firefox for Android,General,[meta] Offline-browsing
1233150,Firefox for Android,General,"Add ""Mute notifications"" to system notifications"
1233465,Firefox for Android,General,Add swipe-to-dismiss to snackbar
1234282,Firefox for Android,General,Run Adjust builds in automation
1234351,Firefox for Android,General,"Animate ""bookmarked"" star when bookmarking from the overflow menu"
1235311,Firefox for Android,General,Replace Toasts in ShareDialog.java with Snackbars
1235596,Firefox for Android,General,Investigate shipping a blocklist.xml on Android
1235648,Firefox for Android,General,"Site keeps (re)loading on Fennec, functional on desktop"
1235662,Firefox for Android,General,Fennec crash in [@ libhwui.so@0x3dff2 ]
1235670,Firefox for Android,General,"Remove lint ""warning""s and fix issues"
1236407,Firefox for Android,General,Add support for nsICookiePromptService
1236496,Firefox for Android,General,"Search suggestions are disabled in normal browsing after going to Settings without choosing to turn off search suggestions and with ""Don't keep activities"" enabled"
1236620,Firefox for Android,General,activating the hamburger menu on goodreads.com is incredibly slow
1236626,Firefox for Android,General,"Add ""Show Tour"" button in Settings> Mozilla Firefox"
1236843,Firefox for Android,General,DLC: What to do if the user is always on a metered connection
1236902,Firefox for Android,General,"HTML5 notification behaviour on Android should be configurable. Currently, they are completely ""stealthy"" and do not alert users."
1237981,Firefox for Android,General,Date time picker displays empty month
1238068,Firefox for Android,General,Tab is lost if crash occurs after tab queue notification is tapped
1238697,Firefox for Android,General,Consider simulating poor connections on testing builds (i.e. 2G Tuesdays)
1238794,Firefox for Android,General,"Add setting under Privacy for ""Close Private tabs"""
1238830,Firefox for Android,General,Move the common OverlayDialog functions (i.e. animateOut) to it's own OverlayDialog.java
1239022,Firefox for Android,General,"Use Google Play's ""staged rollout"" for shipping Firefox for Android"
1239146,Firefox for Android,General,Toast alert for unknown download file action
1239284,Firefox for Android,General,[meta] Improve handling of runtime permissions (Android 6+)
1240384,Firefox for Android,General,Doing a search while tab queues are loading will load search results in last queued tab
1240562,Firefox for Android,General,Continue watching video where you left off when switching devices
1240705,Firefox for Android,General,Show rationale for requesting a permission if needed
1240706,Firefox for Android,General,Show in-app notification if stumbler is active without location permission
1240709,Firefox for Android,General,"Create better prompt for asking for ""Draw over other apps"" permission"
1240719,Firefox for Android,General,Improve flow for asking for website and runtime permissions (WebRTC)
1240859,Firefox for Android,General,Improve RuntimePermissions.jsm API
1241075,Firefox for Android,General,Show feedback in UI after permission has been denied
1241460,Firefox for Android,General,LeakCanary: GeckoAppShell.sContextGetter leaks BrowserApp instance?
1241601,Firefox for Android,General,Move telemetry code to a more appropriate build module
1241658,Firefox for Android,General,Indicate Offline mode
1241670,Firefox for Android,General,"Show snackbar with option to ""save offline"" after bookmarked"
1241674,Firefox for Android,General,"Add ""save offline"" button in bookmark dialog"
1241828,Firefox for Android,General,when editing a top site in about:home the modal window dissappears on orentation change
1241897,Firefox for Android,General,[Lint: ReferenceType] Fix Incorrect reference types
1241902,Firefox for Android,General,[Lint: CommitTransaction] Fix Missing Fragment transaction commit call
1241903,Firefox for Android,General,[Lint: ResourceAsColor] Should pass resolved color instead of resource id
1242091,Firefox for Android,General,[lint: LongLogTag] Decide how to handle long log tags (perhaps unify logging style)
1242583,Firefox for Android,General,UX design for match case for find-in-page
1242976,Firefox for Android,General,Make about:crashes width=device-width
1243166,Firefox for Android,General,"Experiment with capturing full length of webpage instead of ""what's on-screen"" when a user (hardware) screenshots in Fennec"
1243244,Firefox for Android,General,Add an entry point to visit customized homepage easily from browser UI
1243461,Firefox for Android,General,"Add ""Snooze"" action to Tab queue notification"
1243471,Firefox for Android,General,Consider StrictMode's penaltyDropBox in pre-release builds (via telemetry?)
1243637,Firefox for Android,General,crash in libxul.so@0x38ae73 | libnss3.so@0x10fb53
1243638,Firefox for Android,General,crash in libmozglue.so@0x23c1e
1243726,Firefox for Android,General,[meta] Replace gecko search service with Java search service
1243834,Firefox for Android,General,Select multiple tabs
1243953,Firefox for Android,General,Shortened URL should be displayed while loading pages
1244278,Firefox for Android,General,Fetch verified about: pages dynamically instead of using browser.js whitelist
1244311,Firefox for Android,General,"Determine what to do with ""about:healthreport"""
1244369,Firefox for Android,General,"Include third-party apps in ""subscribe to this page"""
1244552,Firefox for Android,General,Error code: sec_error_expired_certificate page does not localise dates on Android
1244708,Firefox for Android,General,Add sorting capability to bookmarks
1244820,Firefox for Android,General,"Audit NotificationHelper, e.g. why do we try to clear all notifications in onDestroy?"
1245642,Firefox for Android,General,Remind users of saved bookmarks
1245655,Firefox for Android,General,"Dismiss edit mode with a single back button press, make ""x"" button clear search text"
1246027,Firefox for Android,General,"Move ""# device(s) hidden"" from Synced Tabs panel to Settings"
1246829,Firefox for Android,General,Closing many tabs quickly can break page loading
1247295,Firefox for Android,General,crash in java.lang.NullPointerException: at org.mozilla.gecko.BrowserApp.refreshChrome(BrowserApp.java)
1247609,Firefox for Android,General,window.print() doesn't respond in Firefox for Android
1247999,Firefox for Android,General,[meta] Prototype a native login manager
1248477,Firefox for Android,General,Create SUMO article to help and explain Migration of RL
1248635,Firefox for Android,General,"Indicate ""unread"" bookmarks"
1248773,Firefox for Android,General,[meta] Fennec Coverity issues
1249001,Firefox for Android,General,DownloadContentService: Create switchboard experiment for staged rollout of DLC sync
1249027,Firefox for Android,General,Experiment with showing saved PDFs in from bookmarks panel
1249170,Firefox for Android,General,"Change ""options"" to ""edit"" in Bookmarked snackbar"
1249248,Firefox for Android,General,DLC Sync: Read 'Alert' reponse header and evaluate EOL messages (+ HTTP 410)
1249249,Firefox for Android,General,"DLC Sync: Read and obey value in ""Retry-After"" header"
1249251,Firefox for Android,General,DLC Sync: Read and use 'Backoff' header if available
